RoundID,MatchID,Team Initials,Coach Name,Line-up,Shirt Number,Player Name,Position,Event
295,996,ITA,BEARZOT Enzo (ITA),N,11,Giampiero MARINI,,I28'
308,475,HUN,MEZEY Gyorgy (HUN),N,3,Antal ROTH,,I28'
255931,300186475,POR,PAULO BENTO (POR),N,11,�DER,,I28'
1014,8761,BUL,BONEV Hristo (BUL),N,9,LUBO PENEV,,I28' Y45'
43950200,43950053,MEX,Javier AGUIRRE (MEX),N,15,L. HERNANDEZ,,I28' Y67'
250,1780,PER,DIDI (BRA),N,15,Javier GONZALES,,I29'
262,2004,GDR,BUSCHNER Georg (GER),N,9,Peter DUCKE,,I29'
337,3070,KSA,SOLARI Jorge (ARG),N,4,A. ZUBROMAWI,,I29'
43950200,43950049,PAR,MALDINI Cesare (ITA),N,11,CAMPOS,,I29'
97410100,97410018,CRC,GUIMARAES Alexandre (CRC),N,19,SABORIO A.,,I29'
255931,300186505,NGA,KESHI Stephen (NGA),N,2,YOBO,,I29'
1014,8745,FRA,JACQUET Aime (FRA),N,20,David TREZEGUET,,I30' G68'
1014,8768,YUG,SANTRAC Slobodan (SRB),N,21,Perica OGNJENOVIC,,I30' Y61'
293,740,ALG,MEKHLOUFI Rachid (ALG),N,13,Hocine YAHI,,I31'
293,922,TCH,VENGLOS Jozef (SVK),N,19,Marian MASNY,,I31'
322,43,TCH,VENGLOS Jozef (SVK),N,2,Julius BIELIK,,I31'
322,56,BEL,THYS Guy (BEL),N,17,Pascal PLOVIE,,I31'
1026,8786,FRA,JACQUET Aime (FRA),N,12,Thierry HENRY,,I31'
97410100,97410036,TRI,BEENHAKKER Leo (NED),N,15,JONES,,I31'
249722,300061466,ENG,CAPELLO Fabio (ITA),N,17,WRIGHT-PHILLIPS,,I31'
249722,300061451,MEX,Javier AGUIRRE (MEX),N,7,P BARRERA,,I31'
249717,300061503,USA,Bob BRADLEY (USA),N,19,EDU,,I31'
255931,300186481,BEL,WILMOTS Marc (BEL),N,5,VERTONGHEN,,I31'
255959,300186501,GER,LOEW Joachim (GER),N,9,SCH�RRLE,,I31'
255959,300186501,GER,LOEW Joachim (GER),N,9,SCH�RRLE,,I31'
263,2065,SWE,ERICSON Georg (SWE),N,16,Inge EJDERSTEDT,,I32'
1014,8756,ENG,HODDLE Glenn (ENG),N,7,David BECKHAM,,I32'
1014,8769,ROU,IORDANESCU Anghel (ROU),N,6,POPESCU GH.,,I32'
43950100,43950034,URU,PUA Victor (URU),N,17,M.REGUEIRO,,I32'
43950300,43950059,KOR,HIDDINK Guus (NED),N,13,E Y LEE,,I32'
255951,300186497,USA,KLINSMANN Juergen (GER),N,2,YEDLIN,,I32'
255951,300186497,USA,KLINSMANN Juergen (GER),N,2,YEDLIN,,I32'
714,575,MEX,MILUTINOVIC Bora (YUG),N,6,Carlos DE LOS COBOS,,I32' Y75'
262,2129,ITA,VALCAREGGI Ferruccio (ITA),N,15,Giuseppe WILSON,,I33'
293,751,SLV,RODRIGUEZ Mauricio (SLV),N,18,Miguel Angel DIAZ,,I33'
308,379,ALG,SAADANE Rabah (ALG),N,13,Rachid HARKOUK,,I33'
255953,300186504,ARG,SABELLA Alejandro (ARG),N,8,PEREZ,,I33'
255953,300186504,ARG,SABELLA Alejandro (ARG),N,8,PEREZ,,I33'
1014,8745,KSA,PARREIRA Carlos Alberto (BRA),N,12,I. AL-HARBI,,I33' O65'
250,1753,URS,KACHALIN Gavril (URS),N,6,Evgeni LOVCHEV,,I34'
294,788,ITA,BEARZOT Enzo (ITA),N,3,Giuseppe BERGOMI,,I34'
322,128,SWE,NORDIN Olle (SWE),N,19,Mats GREN,,I34'
337,3077,NOR,OLSEN Egil (NOR),N,11,MINI,,I34'
97410200,97410052,POR,SCOLARI Luiz Felipe (BRA),N,11,SIM�O,,I34'
97410200,97410054,SUI,KUHN Koebi (SUI),N,13,GRICHTING,,I34'
249722,300061474,DEN,OLSEN Morten (DEN),N,14,J. POULSEN,,I34'
43950100,43950046,RUS,ROMANTSEV Oleg (RUS),N,22,SYTCHEV,,I34' G88'
3459,3104,ITA,SACCHI Arrigo (ITA),N,2,Luigi APOLLONI,,I34' Y41'
322,111,CMR,NEPOMNYASHCHI Valeri (RUS),N,9,Roger MILLA,,I34' Y66'
322,364,UAE,PARREIRA Carlos Alberto (BRA),N,5,Abdullah SULTAN,,I35'
43950100,43950027,ECU,GOMEZ Hernan (COL),N,15,M. AYOVI,,I35'
43950100,43950042,TUR,GUNES Senol (TUR),N,12,OMER,GK,I35'
97410100,97410025,ITA,LIPPI Marcello (ITA),N,8,GATTUSO ,,I35'
255931,300186454,GRE,SANTOS Fernando (POR),N,17,GEKAS,,I35'
338,3091,NGA,WESTERHOF Clemens (NED),N,21,ADEPOJU,,I35' Y41'
43950100,43950019,KSA,AL JOHAR Nasser (KSA),N,20,AL HASAN A.H.,,I35' Y59'
278,2224,SWE,ERICSON Georg (SWE),N,16,Conny TORSTENSSON,,I36'
43950100,43950048,USA,ARENA Bruce (USA),N,17,BEASLEY,,I36'
249722,300111112,SUI,HITZFELD Ottmar (GER),N,5,VON BERGEN,,I36'
250,1883,ITA,VALCAREGGI Ferruccio (ITA),N,8,Roberto ROSATO,,I37'
262,2085,HAI,TASSY Antoine (HAI),N,18,Claude BARTHELEMY,,I37'
293,740,CHI,SANTIBANEZ Luis Alberto (CHI),N,10,Mario SOTO,,I37'
1024,8777,GER,VOGTS Berti (GER),N,17,Christian ZIEGE,,I37'
249722,300061457,GRE,REHHAGEL Otto (GER),N,7,SAMARAS,,I37' Y88'
3464,159,FRG,BECKENBAUER Franz (GER),N,13,Karlheinz RIEDLE,,I38'
43950100,43950030,KOR,HIDDINK Guus (NED),N,14,C S LEE,,I38'
249718,300061508,URU,TABAREZ Oscar (URU),N,19,SCOTTI,,I38'
255931,300186458,ARG,SABELLA Alejandro (ARG),N,22,LAVEZZI,,I38'
97410200,97410050,MEX,LA VOLPE Ricardo (ARG),N,6,G. TORRADO,,I38' Y118'
278,2350,MEX,ROCA Jose (MEX),N,22,Pedro SOTO,GK,I39'
322,74,SCO,ROXBURGH Andy (SCO),N,11,Gary GILLESPIE,,I39'
337,3076,KOR,KIM Ho Kon (KOR),N,2,CHUNG Jong Son,,I39'
1024,8774,NOR,OLSEN Egil (NOR),N,6,Stale SOLBAKKEN,,I39'
97410100,97410040,IRN,IVANKOVIC Branko (CRO),N,11,R.PAKIKHATIBI,,I39'
97410200,97410049,SWE,Lars LAGERB�CK (SWE),N,13,HANSSON,,I39'
1014,8757,ITA,MALDINI Cesare (ITA),N,2,Giuseppe BERGOMI,,I4'
97410100,97410035,ENG,Sven-G�ran ERIKSSON (SWE),N,21,CROUCH,,I4'
337,3068,RUS,SADYRIN Pavel (RUS),N,10,Valeri KARPIN,,I40'
43950100,43950044,ECU,GOMEZ Hernan (COL),N,10,AGUINAGA,,I40'
97410100,97410042,USA,ARENA Bruce (USA),N,14,OLSEN,,I40'
255931,300186482,HON,SUAREZ Luis (COL),N,9,J. PALACIOS,,I40' Y66'
43950100,43950040,SVN,POPIVODA Danilo (SVN),N,13,RUDONJA,,I40' Y69'
308,533,ENG,ROBSON Bobby (ENG),N,18,Steve HODGE,,I41'
43950100,43950024,SVN,KATANEC Srecko (SVN),N,9,OSTERC,,I41'
43950500,43950063,TUR,GUNES Senol (TUR),N,20,HAKAN UNSAL,,I41'
97410100,97410011,CRO,KRANJCAR Zlatko (CRO),N,16,J. LEKO,,I41'
97410100,97410027,AUS,HIDDINK Guus (NED),N,23,BRESCIANO,,I41'
97410100,97410036,TRI,BEENHAKKER Leo (NED),N,16,WISE,,I41'
255931,300186454,GRE,SANTOS Fernando (POR),N,10,KARAGOUNIS,,I41'
308,475,CAN,WAITERS Tony (ENG),N,11,Mike SWEENEY,,I41' Y52' R85'
250,1779,BUL,BOZHKOV Stefan (BUL),N,3,Ivan DIMITROV,,I42'
3460,3103,BUL,PENEV Dimitar (BUL),N,2,Emil KREMENLIEV,,I42'
249722,300061493,SUI,HITZFELD Ottmar (GER),N,7,BARNETTA,,I42' Y48'
262,2181,URU,PORTA Roberto (URU),N,7,Luis CUBILLA,,I43'
322,290,KOR,LEE Hoe Taik (KOR),N,18,S H HWANG,,I43'
1014,8728,PAR,CARPEGIANI (BRA),N,20,Denis CANIZA,,I43'
97410100,97410006,SCG,PETKOVIC Ilija (SCG),N,7,KOROMAN,,I43' Y64'
43950100,43950046,RUS,ROMANTSEV Oleg (RUS),N,18,SENNIKOV,,I43' Y84'
278,2395,NED,HAPPEL Ernst (AUT),N,7,Pieter WILDSCHUT,,I44'
249722,300111111,BRA,DUNGA (BRA),N,17,JOSU�,,I44'
337,3058,KSA,SOLARI Jorge (ARG),N,20,Hamza FALATAH,,I45'
97410300,97410058,UKR,BLOKHIN Oleg (UKR),N,17,VASHCHUK,,I45'
255931,300186478,NED,Louis VAN GAAL (NED),N,21,MEMPHIS,,I45' G68'
97410100,97410010,CZE,BRUCKNER Karel (CZE),N,12,LOKVENC,,I45' Y59'
250,1770,TCH,MARKO Jozef (TCH),N,6,Andrej KVASNAK,,I46'
250,1823,URS,KACHALIN Gavril (URS),S,20,Anatoli PUZACH,,I46'
250,1877,ITA,VALCAREGGI Ferruccio (ITA),N,14,Gianni RIVERA,,I46'
293,752,HUN,MESZOLY Kalman (HUN),N,7,Laszlo FAZEKAS,,I46'
294,900,FRG,DERWALL Jupp (GER),S,11,Karl-Heinz RUMMENIGGE,C,I46'
322,114,FRG,BECKENBAUER Franz (GER),S,15,Uwe BEIN,,I46'
751,103,CMR,NEPOMNYASHCHI Valeri (RUS),S,21,Emmanuel MABOANG,,I46'
1028,8787,NED,HIDDINK Guus (NED),N,14,Marc OVERMARS,,I46'
43950100,43950007,ARG,BIELSA Marcelo (ARG),N,18,GONZALEZ,,I46'
43950100,43950011,ECU,GOMEZ Hernan (COL),N,18,C. TENORIO,,I46'
43950100,43950014,POL,ENGEL Jerzy (POL),N,9,KRYSZALOWICZ,,I46'
43950100,43950016,USA,ARENA Bruce (USA),N,13,JONES,,I46'
43950100,43950020,SEN,METSU Bruno (FRA),N,7,H. CAMARA,,I46'
43950100,43950023,ARG,BIELSA Marcelo (ARG),N,16,AIMAR,,I46'
43950100,43950026,BRA,SCOLARI Luiz Felipe (BRA),N,17,DENILSON,,I46'
43950100,43950033,DEN,OLSEN Morten (DEN),N,8,GRONKJAER,,I46'
43950100,43950036,IRL,MC CARTHY Mick (IRL),N,17,QUINN,,I46'
43950100,43950037,SWE,SODERBERG Tommy (SWE),N,22,ANDERSSON,,I46'
43950100,43950041,CRC,GUIMARAES Alexandre (CRC),N,16,BRYCE,,I46'
43950100,43950045,TUN,SOUAYAH Ammar (TUN),N,3,BAYA,,I46'
43950100,43950045,JPN,TROUSSIER Philippe (FRA),N,22,ICHIKAWA,,I46'
43950200,43950050,ENG,Sven-G�ran ERIKSSON (SWE),N,9,FOWLER,,I46'
43950200,43950055,JPN,TROUSSIER Philippe (FRA),N,11,SUZUKI,,I46'
43950500,43950063,KOR,HIDDINK Guus (NED),N,7,T Y KIM,,I46'
97410100,97410006,SCG,PETKOVIC Ilija (SCG),N,19,ZIGIC,,I46'
97410100,97410010,USA,ARENA Bruce (USA),N,5,O'BRIEN,,I46'
97410100,97410010,USA,ARENA Bruce (USA),N,9,JOHNSON ,,I46'
97410100,97410009,GHA,DUJKOVIC Ratomir (SRB),N,7,ALHASSAN,,I46'
97410100,97410021,SCG,PETKOVIC Ilija (SCG),N,2,ERGIC,,I46'
97410100,97410030,SUI,KUHN Koebi (SUI),N,22,YAKIN,,I46'
97410100,97410041,CZE,BRUCKNER Karel (CZE),N,17,STAJNER,,I46'
97410200,97410053,ITA,LIPPI Marcello (ITA),N,15,IAQUINTA ,,I46'
249722,300061459,GRE,REHHAGEL Otto (GER),N,3,PATSA,,I46'
43950100,43950045,JPN,TROUSSIER Philippe (FRA),N,8,MORISHIMA,,I46' G48'
97410100,97410014,KOR,Dick ADVOCAAT (NED),N,9,JUNGHWAN,,I46' G72'
43950100,43950020,SEN,METSU Bruno (FRA),N,9,S. CAMARA,,I46' O83'
43950200,43950055,JPN,TROUSSIER Philippe (FRA),N,22,ICHIKAWA,,I46' O86'
43950100,43950042,CHN,MILUTINOVIC Bora (YUG),N,6,J Y SHAO,,I46' R58'
97410200,97410052,POR,SCOLARI Luiz Felipe (BRA),N,8,PETIT,,I46' Y50'
97410100,97410020,SWE,Lars LAGERB�CK (SWE),N,20,ALLB�CK,,I46' Y60'
97410100,97410031,ESP,ARAGONES Luis (ESP),N,18,CESC,,I46' Y89'
337,3079,CMR,MICHEL Henri (FRA),N,16,TCHAMI,,I48'
43950100,43950007,NGA,ONIGBINDE Adegboye (NGA),N,7,IKEDIA,,I48'
337,3072,GRE,PANAGOULIAS Alkis (GRE),N,10,Tassos MITROPOULOS,,I48' Y59'
323,181,ESP,SUAREZ Luis (ESP),N,3,Manuel JIMENEZ,,I49'
337,3064,ITA,SACCHI Arrigo (ITA),N,2,Luigi APOLLONI,,I49'
43950200,43950050,ENG,Sven-G�ran ERIKSSON (SWE),N,23,DYER,,I49'
255931,300186473,AUS,POSTECOGLOU Ange (AUS),N,19,MCGOWAN,,I49'
250,1779,BUL,BOZHKOV Stefan (BUL),N,8,Hristo BONEV,,I50'
278,2388,IRN,MOHADJERANI Heshmat (IRN),N,10,Hassan ROWSHAN,,I50'
293,1055,PER,TIM (BRA),N,7,Geronimo BARBADILLO,,I50'
293,1055,PER,TIM (BRA),N,9,Julio Cesar URIBE,,I50'
293,902,NIR,BINGHAM Billy (NIR),N,14,Tommy CASSIDY,,I50'
1014,8735,YUG,SANTRAC Slobodan (SRB),N,20,Dejan STANKOVIC,,I50'
1014,8761,ESP,CLEMENTE Javier (ESP),N,10,RAUL,,I50'
43950100,43950014,POL,ENGEL Jerzy (POL),N,2,KLOS,,I50'
43950100,43950014,KOR,HIDDINK Guus (NED),N,19,J H AHN,,I50'
43950100,43950020,DEN,OLSEN Morten (DEN),N,10,JORGENSEN,,I50'
43950200,43950052,IRL,MC CARTHY Mick (IRL),N,4,CUNNINGHAM,,I50'
97410100,97410021,SCG,PETKOVIC Ilija (SCG),N,21,LJUBOJA,,I50'
97410100,97410022,NED,VAN BASTEN Marco (NED),N,10,VAN DER VAART,,I50'
295,914,FRA,HIDALGO Michel (FRA),N,3,Patrick BATTISTON,,I50' O60'
1014,8738,GER,VOGTS Berti (GER),N,16,Didi HAMANN,,I50' Y77'
250,1780,PER,DIDI (BRA),N,20,Hugo SOTIL,,I51'
250,1812,ENG,RAMSEY Alf (ENG),N,14,Tommy WRIGHT,,I51'
250,1880,ISR,SHEFFER Emmanuel (ISR),N,19,Aharon SHURUK,,I51'
278,2246,ESP,KUBALA Ladislao (ESP),N,6,Antonio BIOSCA,,I51'
278,2405,IRN,MOHADJERANI Heshmat (IRN),N,17,Ghafoor JAHANI,,I51'
279,2201,PER,CALDERON Marcos (PER),N,16,Raul GORRITI,,I51'
293,752,ARG,MENOTTI Cesar Luis (ARG),N,3,Juan BARBAS,,I51'
322,265,ITA,VICINI Azeglio (ITA),N,19,Salvatore SCHILLACI,,I51'
322,263,ITA,VICINI Azeglio (ITA),N,4,Luigi DE AGOSTINI,,I51'
337,3068,RUS,SADYRIN Pavel (RUS),N,4,Dimitri GALIAMIN,,I51'
255931,300186478,AUS,POSTECOGLOU Ange (AUS),N,13,BOZANIC,,I51'
97410100,97410040,ANG,GONCALVES Luis (ANG),N,16,ABOU TARIKA,,I51' G60'
751,31,ARG,BILARDO Carlos (ARG),N,21,Pedro TROGLIO,,I51' Y61'
262,1947,ARG,CAP Vladislao (ARG),N,4,Augustin BALBUENA,,I52'
294,1058,POL,PIECHNICZEK Antoni (POL),N,15,Wlodzimierz CIOLEK,,I52'
308,389,BUL,VUTSOV Ivan (BUL),N,18,Boycho VELICHKOV,,I52'
322,175,KOR,LEE Hoe Taik (KOR),N,7,NOH Soo Jin,,I52'
1014,8748,ESP,CLEMENTE Javier (ESP),N,7,MORIENTES,,I52'
1014,8772,ARG,PASSARELLA Daniel (ARG),N,7,Claudio LOPEZ,,I52'
1025,8781,ITA,MALDINI Cesare (ITA),N,9,Demetrio ALBERTINI,,I52'
43950100,43950044,CRO,JOZIC Mirko (CRO),N,7,VUGRINEC,,I52'
97410100,97410004,TRI,BEENHAKKER Leo (NED),N,13,GLEN,,I52'
97410100,97410007,MEX,LA VOLPE Ricardo (ARG),N,17,F. FONSECA,,I52'
97410100,97410023,MEX,LA VOLPE Ricardo (ARG),N,21,J. ARELLANO,,I52'
97410100,97410025,USA,ARENA Bruce (USA),N,13,CONRAD,,I52'
97410200,97410049,SWE,Lars LAGERB�CK (SWE),N,21,WILHELMSSON,,I52'
249722,300061460,NGA,LAGERBACK Lars (SWE),N,9,MARTINS,,I52'
249722,300061495,CHI,Marcelo BIELSA (ARG),N,18,JARA,,I52'
249719,300111114,GER,LOEW Joachim (GER),N,2,JANSEN,,I52'
255931,300186505,NGA,KESHI Stephen (NGA),N,23,AMEOBI,,I52'
255931,300186493,GHA,APPIAH James (GHA),N,13,J. AYEW,,I52'
323,264,ITA,VICINI Azeglio (ITA),N,20,Aldo SERENA,,I52' G83'
97410300,97410059,ENG,Sven-G�ran ERIKSSON (SWE),N,19,LENNON,,I52' O119'
262,1947,HAI,TASSY Antoine (HAI),N,16,Fritz LEANDRE,,I52' Y60'
43950100,43950029,RUS,ROMANTSEV Oleg (RUS),N,21,KHOKHLOV,,I52' Y60'
569,1838,FRG,SCHOEN Helmut (FRG),N,14,Stan LIBUDA,,I53'
279,2349,FRG,SCHOEN Helmut (FRG),N,13,Harald KONOPKA,,I53'
308,475,CAN,WAITERS Tony (ENG),N,9,Branko SEGOTA,,I53'
322,120,YUG,OSIM Ivica (BIH),N,9,Darko PANCEV,,I53'
322,29,ARG,BILARDO Carlos (ARG),N,14,Ricardo GIUSTI,,I53'
751,243,IRL,CHARLTON Jack (ENG),N,10,Tony CASCARINO,,I53'
3462,27,ARG,BILARDO Carlos (ARG),N,6,Gabriel CALDERON,,I53'
337,3082,BEL,VAN HIMST Paul (BEL),N,17,Josip WEBER,,I53'
1014,8749,KOR,CHA Bum Kun (KOR),N,13,KIM T. Y.,,I53'
1024,8777,MEX,LAPUENTE Manuel (MEX),N,21,Jesus ARELLANO,,I53'
43950100,43950039,ESP,CAMACHO Jose Antonio (ESP),N,18,SERGIO,,I53'
249722,300061465,SVN,KEK Matjaz (SVN),N,9,LJUBIJANKI?,,I53'
255951,300186491,URU,TABAREZ Oscar (URU),N,11,C. STUANI,,I53'
255951,300186491,URU,TABAREZ Oscar (URU),N,18,G. RAMIREZ,,I53'
255951,300186491,URU,TABAREZ Oscar (URU),N,11,C. STUANI,,I53'
255951,300186491,URU,TABAREZ Oscar (URU),N,18,G. RAMIREZ,,I53'
255931,300186468,COL,PEKERMAN Jose (ARG),N,20,QUINTERO,,I53' G70'
43950100,43950040,PAR,MALDINI Cesare (ITA),N,11,CAMPOS,,I53' G73'
293,1051,SCO,STEIN Jock (SCO),N,18,Steve ARCHIBALD,,I53' G79'
43950100,43950035,CMR,SCHAEFER Winni (GER),N,18,SUFFO,,I53' Y60' Y77' RSY77'
43950100,43950027,ECU,GOMEZ Hernan (COL),N,18,C. TENORIO,,I53' Y61'
97410100,97410012,AUS,HIDDINK Guus (NED),N,4,CAHILL,,I53' Y69' G84' G89'
97410100,97410046,SUI,KUHN Koebi (SUI),N,2,DJOUROU,,I53' Y90'
251,1768,PER,DIDI (BRA),N,20,Hugo SOTIL,,I54'
263,2067,GDR,BUSCHNER Georg (GER),N,9,Peter DUCKE,,I54'
308,468,CAN,WAITERS Tony (ENG),N,18,James LOWERY,,I54'
308,551,NIR,BINGHAM Billy (NIR),N,11,Ian STEWART,,I54'
308,551,ESP,MUNOZ Miguel (ESP),N,18,Ramon Maria CALDERE,,I54'
3469,388,BEL,THYS Guy (BEL),N,10,Philippe DESMET,,I54'
337,3054,BEL,VAN HIMST Paul (BEL),N,15,Marc EMMERS,,I54'
338,3087,SWE,SVENSSON Tommy (SWE),N,14,Pontus KAMARK,,I54'
796,3098,NED,Dick ADVOCAAT (NED),N,11,Bryan ROY,,I54'
1014,8758,SCO,BROWN Craig (SCO),N,6,T. McKINLAY,,I54'
1014,8762,DEN,JOHANSSON Bo (SWE),N,19,Ebbe SAND,,I54'
1014,8768,YUG,SANTRAC Slobodan (SRB),N,6,Branko BRNOVIC,,I54'
43950100,43950023,ENG,Sven-G�ran ERIKSSON (SWE),N,17,SHERINGHAM,,I54'
43950100,43950033,FRA,LEMERRE Roger (FRA),N,9,CISSE,,I54'
43950400,43950061,KOR,HIDDINK Guus (NED),N,19,J H AHN,,I54'
97410100,97410025,ITA,LIPPI Marcello (ITA),N,7,DEL PIERO,,I54'
97410100,97410035,SWE,Lars LAGERB�CK (SWE),N,21,WILHELMSSON,,I54'
97410200,97410056,ESP,ARAGONES Luis (ESP),N,11,LUIS GARCIA,,I54'
97410200,97410056,ESP,ARAGONES Luis (ESP),N,17,JOAQUIN,,I54'
249722,300061488,CIV,ERIKSSON Sven Goran (SWE),N,10,GERVINHO,,I54'
249722,300061455,GRE,REHHAGEL Otto (GER),N,18,NINIS,,I54'
249722,300111111,POR,Carlos QUEIR�S (POR),N,11,SIM�O,,I54'
255931,300186507,JPN,ZACCHERONI Alberto (ITA),N,7,ENDO,,I54'
323,102,CMR,NEPOMNYASHCHI Valeri (RUS),N,9,Roger MILLA,,I54' G106' G108'
338,3087,KSA,SOLARI Jorge (ARG),N,7,Fahad AL GHESHEYAN,,I54' G85'
251,1811,FRG,SCHOEN Helmut (FRG),N,20,Juergen GRABOWSKI,,I55'
262,1955,GDR,BUSCHNER Georg (GER),N,20,Martin HOFFMANN,,I55'
262,1990,BUL,MLADENOV Hristo (BUL),N,20,Krasimir BORISOV,,I55'
278,2197,FRA,HIDALGO Michel (FRA),N,1,Dominique BARATELLI,,I55'
308,675,POR,JOSE TORRES (POR),N,19,RUI AGUAS,,I55'
3468,422,FRA,MICHEL Henri (FRA),N,6,Maxime BOSSIS,,I55'
322,201,YUG,OSIM Ivica (BIH),N,7,Dragoljub BRNOVIC,,I55'
322,201,YUG,OSIM Ivica (BIH),N,15,Robert PROSINECKI,,I55'
322,48,USA,GANSLER Bob (USA),N,11,Eric WYNALDA,,I55'
323,264,URU,TABAREZ Oscar (URU),N,11,Ruben SOSA,,I55'
323,181,YUG,OSIM Ivica (BIH),N,19,SAVICEVIC,,I55'
337,3057,RUS,SADYRIN Pavel (RUS),N,9,Oleg SALENKO,,I55'
3461,3100,ITA,SACCHI Arrigo (ITA),N,15,Antonio CONTE,,I55'
1014,8732,KOR,CHA Bum Kun (KOR),N,16,JANG H. S.,,I55'
1014,8763,PAR,CARPEGIANI (BRA),N,7,Julio Cesar YEGROS,,I55'
1024,8776,PAR,CARPEGIANI (BRA),N,7,Julio Cesar YEGROS,,I55'
43950100,43950015,RUS,ROMANTSEV Oleg (RUS),N,22,SYTCHEV,,I55'
43950200,43950052,IRL,MC CARTHY Mick (IRL),N,17,QUINN,,I55'
97410100,97410005,CIV,MICHEL Henri (FRA),N,15,DINDANE,,I55'
97410100,97410014,TOG,PFISTER Otto (GER),N,23,A. TOURE,,I55'
97410100,97410015,ESP,ARAGONES Luis (ESP),N,6,ALBELDA,,I55'
97410100,97410015,ESP,ARAGONES Luis (ESP),N,7,RAUL,,I55'
97410100,97410016,TUN,LEMERRE Roger (FRA),N,8,NAFTI ,,I55'
97410100,97410032,KSA,MARCOS PAQUETA (BRA),N,12,ALKHATHRAN,,I55'
97410100,97410032,KSA,MARCOS PAQUETA (BRA),N,23,MALEK,,I55'
97410100,97410048,UKR,BLOKHIN Oleg (UKR),N,16,VOROBYEY,,I55'
249722,300061454,MEX,Javier AGUIRRE (MEX),N,18,A GUARDADO,,I55'
249722,300061489,POR,Carlos QUEIR�S (POR),N,11,SIM�O,,I55'
249722,300061449,RSA,PARREIRA Carlos Alberto (BRA),N,2,GAXA,,I55'
249722,300061449,FRA,DOMENECH Raymond (FRA),N,12,HENRY,,I55'
249722,300061455,GRE,REHHAGEL Otto (GER),N,3,PATSA,,I55'
249722,300061491,ESP,DEL BOSQUE Vicente (ESP),N,10,FABREGAS,,I55'
249722,300061451,MEX,Javier AGUIRRE (MEX),N,14,J HERNANDEZ,,I55' G64'
249722,300061457,NGA,LAGERBACK Lars (SWE),N,21,ECHIEJILE,,I55' O77'
43950100,43950043,ITA,TRAPATTONI Giovanni (ITA),N,20,MONTELLA,,I55' Y57'
1014,8766,MEX,LAPUENTE Manuel (MEX),N,9,PELAEZ,,I55' Y68' G75'
250,1883,SWE,BERGMARK Orvar (SWE),N,21,Inge EJDERSTEDT,,I56'
250,1839,MAR,VIDINIC Blagoje (YUG),N,18,Abdelkader EL KHYATI,,I56'
250,1893,PER,DIDI (BRA),N,17,Luis CRUZADO,,I56'
250,1840,PER,DIDI (BRA),N,22,Osvaldo RAMIREZ,,I56'
278,2408,SCO,MacLEOD Alistair (SCO),N,14,Tom FORSYTH,,I56'
308,674,POL,PIECHNICZEK Antoni (POL),N,8,Jan URBAN,,I56'
322,108,ROU,JENEI Emerich (ROU),N,17,DUMITRESCU,,I56'
322,111,CMR,NEPOMNYASHCHI Valeri (RUS),N,13,Jean Claude PAGAL,,I56'
337,3071,NGA,WESTERHOF Clemens (NED),N,21,ADEPOJU,,I56'
337,3081,NED,Dick ADVOCAAT (NED),N,17,Gaston TAUMENT,,I56'
1014,8730,RSA,TROUSSIER Philippe (FRA),N,11,MKHALELE,,I56'
1014,8743,CHI,ACOSTA Nelson (URU),N,10,Jose SIERRA,,I56'
1014,8748,ESP,CLEMENTE Javier (ESP),N,16,CELADES,,I56'
1014,8755,COL,GOMEZ Hernan (COL),N,15,ARISTIZABAL,,I56'
1024,8778,YUG,SANTRAC Slobodan (SRB),N,8,Dejan SAVICEVIC,,I56'
1024,8780,ROU,IORDANESCU Anghel (ROU),N,21,Gheorghe CRAIOVEANU,,I56'
1026,8785,NED,HIDDINK Guus (NED),N,20,Aron WINTER,,I56'
43950100,43950005,SWE,SODERBERG Tommy (SWE),N,8,SVENSSON,,I56'
43950100,43950032,POL,ENGEL Jerzy (POL),N,14,M. ZEWLAKOW,,I56'
43950300,43950057,ENG,Sven-G�ran ERIKSSON (SWE),N,23,DYER,,I56'
97410100,97410003,ENG,Sven-G�ran ERIKSSON (SWE),N,20,DOWNING,,I56'
97410100,97410013,SUI,KUHN Koebi (SUI),N,10,GYGAX,,I56'
97410100,97410011,CRO,KRANJCAR Zlatko (CRO),N,18,OLIC,,I56'
97410100,97410018,CRC,GUIMARAES Alexandre (CRC),N,16,HERNANDEZ C.,,I56'
97410100,97410026,CZE,BRUCKNER Karel (CZE),N,17,STAJNER,,I56'
97410100,97410027,AUS,HIDDINK Guus (NED),N,10,KEWELL,,I56'
97410100,97410035,ENG,Sven-G�ran ERIKSSON (SWE),N,12,CAMPBELL,,I56'
97410100,97410037,NED,VAN BASTEN Marco (NED),N,21,BABEL,,I56'
97410100,97410043,JPN,ZICO (BRA),N,6,K. NAKATA,,I56'
97410200,97410053,ITA,LIPPI Marcello (ITA),N,6,BARZAGLI ,,I56'
97410600,97410064,FRA,DOMENECH Raymond (FRA),N,18,DIARRA,,I56'
249722,300061478,DEN,OLSEN Morten (DEN),N,8,GR�NKJ�R,,I56'
249722,300061469,GHA,RAJEVAC Milovan (SRB),N,20,OWUSU ABEYIE,,I56'
249722,300061480,ITA,LIPPI Marcello (ITA),N,21,PIRLO,,I56'
249722,300061474,DEN,OLSEN Morten (DEN),N,18,LARSEN,,I56'
249722,300061473,CMR,Paul LE GUEN (FRA),N,23,ABOUBAKAR,,I56'
